code,description_en,description_no
39812400,"Sweeping compounds",Feiemidler
39812500,Sealants,Tetningsmidler
39813000,"Scouring pastes and powders","Skuremiddel og skurepulver"
39820000,"Organic surface-active agents","Organiske overflateaktive stoffer"
39821000,"Ammonia cleaners","Ammoniakkholdige rengjøringsmidler"
39822000,"Caustic cleaners","Kaustiske rengjøringsmidler"
39830000,"Cleaning products",Rengjøringsmidler
39831000,"Washing preparations",Vaskemidler
39831100,"Oil dispersant","Olje og fettløsningsmiddel"
39831200,Detergents,"Vask, oppvask- og rengjøringsmidler"
39831210,"Dishwasher detergents","Oppvaskmidler til maskin"
39831220,"Degreasing agents",Avfettingsmiddel
39831230,"Grease digesters","Fett oppløselige stoffer"
39831240,"Cleaning compounds",Rengjøringspreparater
39831250,"Rinsing solutions",Skyllemiddel
39831300,"Floor cleaners","Rengjøringsmidler til gulv"
39831400,"Screen cleaners","Rengjøringsmidler til skjermer"
39831500,"Automotive cleaners","Rengjøringsmidler til biler"
39831600,"Toilet cleaners","Rengjøringsmidler til toaletter"
39831700,"Automatic soap dispensers","Automatiske såpedispensere"
39832000,"Dishwashing products",Oppvaskmaskinprodukter
39832100,"Dishwashing powder",Oppvaskmaskinpulver
39833000,"Anti-dust products",Antistøvprodukter
39834000,"Jewellery cleaning solutions","Rengjøringsløsninger til smykker"
41000000,"Collected and purified water","Oppsamlet og renset vann"
41100000,"Natural water","Naturlig vann"
41110000,"Drinking water",Drikkevann
41120000,"Non-drinking water","Udrikkelig vann"
42000000,"Industrial machinery",Industrimaskiner
42100000,"Machinery for the production and use of mechanical power","Maskiner til produksjon og utnyttelse av mekanisk energi"
42110000,"Turbines and motors","Turbiner og motorer"
42111000,Motors,Motorer
42111100,"Outboard motors for marine propulsion","Påhengsmotorer til fremdrift av båter"
42112000,"Turbine installations","Turbin anlegg"
42112100,"Steam turbines",Dampturbiner
42112200,"Hydraulic turbines","Hydrauliske turbiner"
42112210,"Water wheels",Vannhjul
42112300,"Gas turbines",Gassturbiner
42112400,"Turbine equipment",Turbinutstyr
42112410,"Turbine instruments",Turbininstrumenter
42113000,"Parts of turbines","Deler til turbiner"
42113100,"Parts of steam turbines","Deler til dampturbiner"
42113110,"Base plates",Fundamentplater
42113120,Casings,Turbinhus
42113130,"Condenser air-cooling systems","Luft kjølesystemer med kondensator"
42113150,"Lubricating oil systems",Smøreoljesystemer
42113160,"Moisture separators",Fuktutskillere
42113161,Dehumidifiers,Avfuktere
42113170,"Rotary equipment",Rotorutstyr
42113171,Rotors,Rotorer
42113172,Blades,Blader
42113190,"Turning gear",Tørneanordninger
42113200,"Parts of hydraulic turbines","Deler til hydrauliske turbiner"
42113300,"Parts of gas turbines","Deler til gassturbiner"
42113310,"Air-inlet systems",Innblåsingsanlegg
42113320,"Gas-injection module",Gassinnsprøytingsmoduler
42113390,"Fuel-gas systems",Brenngassystemer
42113400,"Parts of water wheels","Deler til vannhjul"
42120000,"Pumps and compressors","Pumper og kompressorer"
42121000,"Hydraulic or pneumatic power engines and motors","Hydrauliske eller pneumatiske kraftmaskiner og -motorer"
42121100,"Hydraulic or pneumatic cylinders","Hydrauliske eller pneumatiske sylindrer"
42121200,"Hydraulic power engines","Hydrauliske kraftmaskiner"
42121300,"Pneumatic power engines","Pneumatiske kraftmaskiner (trykkluftsmaskiner)"
42121400,"Hydraulic power motors","Hydrauliske motorer"
42121500,"Pneumatic power motors","Pneumatiske motorer (trykkluftsmotorer)"
42122000,Pumps,Pumper
42122100,"Pumps for liquids",Væskepumper
42122110,"Pumps for firefighting","Pumper til brannslukking"
42122120,"Helicopter refuelling package",Helikoptertankingsanlegg
42122130,"Water pumps",Vannpumper
42122160,"Cooling pumps",Kjølepumper
42122161,"Cooling-water pumps",Kjølevannspumper
42122170,"Lubricating pumps",Smørepumper
42122180,"Fuel pumps",Drivstoffpumper
42122190,"Concrete pumps",Betongpumper
42122200,"Reciprocating positive-displacement pumps for liquids","Fortrengningspumper med stempel eller membran til væsker"
42122210,"Hydraulic power packs","Hydrauliske aggregater"
42122220,"Sewage pumps",Avløpspumper
42122230,"Dosing pumps",Doseringspumper
42122300,"Pressure boosters for liquids","Trykkpumper til væsker"
42122400,"Centrifugal pumps and liquid elevators","Sentrifugalpumper og væskeelevatorer"
42122410,"Pumps for medical use","Pumper til medisinsk bruk"
42122411,"Nutritional pumps",Næringspumper
42122419,"Perfusion pumps","Perfusjonspumper (dynkepumper)"
42122420,"Liquid elevators",Væskeelevatorer
42122430,"Centrifugal pumps",Sentrifugalpumper
42122440,"Rotary pumps",Rotasjonspumper
42122450,"Vacuum pumps",Vakuumpumper
42122460,"Air pumps",Luftpumper
42122480,"Impeller pumps",Pumpehjul
42122500,"Laboratory pumps and accessories","Laboratoriepumper og tilbehør"
42122510,"Peristaltic pumps","Peristaltiske pumper"
42123000,Compressors,Kompressorer
42123100,"Gas compressors",Gasskompressorer
42123200,"Rotary compressors",Rotasjonskompressorer
42123300,"Compressors for refrigerating equipment","Kompressorer til kjølemaskiner"
42123400,"Air compressors",Luftkompressorer
42123410,"Mounted air compressors","Monterte luftkompressorer"
42123500,Turbo-compressors,Turbokompressorer
42123600,"Reciprocating displacement compressors",Stempelkompressorer
42123610,"Compressed-air package","Trykkluft aggregat"
42123700,"Centrifugal compressors",Sentrifugalkompressorer
42123800,"Compressors for use in civil aircraft","Kompressorer til anvendelse i sivil luftfart"
42124000,"Parts of pumps, compressors, engines or motors","Deler til pumper, kompressorer, maskiner eller motorer"
42124100,"Parts of engines or motors","Deler til maskiner eller motorer"
42124130,"Parts of pneumatic engines","Deler til pneumatiske maskiner"
42124150,"Parts of hydraulic power engines or motors","Deler til hydrauliske kraftmaskiner eller motorer"
42124170,"Parts of reaction engines","Deler til reaksjonsmotorer"
42124200,"Parts of pumps or liquid elevators","Deler til pumper eller væskeelevatorer"
42124210,"Parts of fuel, hand and concrete pumps","Deler til drivstoff-, hånd- og betongpumper"
42124211,"Parts of fuel pumps","Deler til drivstoffpumper"
42124212,"Parts of hand pumps","Deler til håndpumper"
42124213,"Parts of concrete pumps","Deler til betongpumper"
42124220,"Parts of reciprocating positive-displacement pumps","Deler til fortrengningspumper med stempel eller membran"
42124221,"Parts of hydraulic power packs","Deler til hydrauliske aggregater"
42124222,"Parts of dosing pumps","Deler til doseringspumper"
42124230,"Parts of rotary positive-displacement pumps","Deler til roterende fortrengningspumper"
42124290,"Parts of centrifugal pumps","Deler til sentrifugalpumper"
42124300,"Parts of air or vacuum pumps, of air or gas compressors","Deler til luft- eller vakuumpumper, luft- eller gasskompressorer"
42124310,"Parts of air pumps","Deler til luftpumper"
42124320,"Parts of vacuum pumps","Deler til vakuumpumper"
42124330,"Parts of air compressors","Deler til luftkompressorer"
42124340,"Parts of gas compressors","Deler til gasskompressorer"
42130000,"Taps, cocks, valves and similar appliances","Tappekraner, kraner, ventiler og tilsvarende tilbehør"
42131000,"Taps, cocks and valves","Tappekraner, kraner og ventiler"
42131100,"Valves defined by function","Funksjonsdefinerte ventiler"
42131110,"Central-heating radiator valves","Ventiler til sentralvarmeradiatorer"
42131120,"Sluice valves",Sluseventiler
42131130,"Temperature regulators",Temperaturregulatorer
42131140,"Pressure-reducing, control, check or safety valves","Trykkreduksjons-, regulerings-, kontroll- eller sikkerhetsventiler"
42131141,"Pressure-reducing valves",Trykkreduseringsventiler
42131142,"Control valves",Reguleringsventiler
42131143,"Flood-control valves",Flomreguleringsventiler
42131144,"Process-control valves",Prosessreguleringsventiler
42131145,"Check valves",Kontrollventiler
42131146,"Non-return valves",Enveisventiler
42131147,"Safety valves",Sikkerhetsventiler
42131148,"Stop valves",Stoppventiler
42131150,"Standpipe valves",Standrørsventiler
42131160,Hydrants,Hydranter
42131170,"Gas-cylinder outlet valves","Trykkventiler til gassylindre"
42131200,"Valves defined by construction","Konstruksjonsdefinerte ventiler"
42131210,"Knife valves",Knivventiler
42131220,"Penstock valves",Trykkledningsventiler
42131230,"Gate valves",Sluseventiler
42131240,"Globe valves",Seteventiler
42131250,"Needle valves",Nåleventiler
42131260,"Ball valves",Kuleventiler
42131270,"Plug valves",Kikventiler
42131280,"Butterfly valves",Spjeldventiler
42131290,"Diaphragm valves",Membranventiler
42131291,"Sliding valves",Glideventiler
42131292,"Flap valves",Klaffventiler
42131300,"Christmas trees and other assemblies of valves","Ventiltrær (Christmas trees (petro)) og andre ventilaggregater"
42131310,"Oilrig Christmas trees","Ventiltrær (christmas trees (petro))"
42131320,"Choke manifolds","Fordelerrør til reduksjonsventiler"
42131390,"Assemblies of valves",Ventilaggregater
42131400,"Sanitary taps, cocks","Sanitetskraner, tappekraner"
42132000,"Parts of taps and valves","Deler til kraner og ventiler"
42132100,"Valve actuators",Ventilutløser
42132110,"Electric valve actuators","Ventilutløser, elektriske"
42132120,"Hydraulic valve actuators","Ventilutløser, hydrauliske"
42132130,"Pneumatic valve actuators","Ventilutløser, pneumatiske"
42132200,"Tap parts",Krandeler
42132300,"Valve parts",Ventilerdeler
42140000,"Gears, gearing and driving elements","Tannhjul, tannhjulsutvekslinger og drivsystemer"
42141000,"Plain gears, gearing and driving elements","Vanlige tannhjul, tannhjulsutvekslinger og drivsystemer"
42141100,"Transmission, cam- and crank- shafts","Transmisjons-, kam- og veivaksler"
42141110,"Transmission shafts","Transmisjonsaksler, overføringsaksler"
42141120,Camshafts,Kamaksler
42141130,Crankshafts,Veivaksler
42141200,"Bearing housings",Lagerhus
42141300,"Gears and gearing","Tannhjul og tannhjulutvekslinger"
42141400,"Flywheels and pulleys","Svinghjul og reimskiver"
42141410,Winches,Vinsjer
42141500,Clutches,"Koblinger, clutch"
42141600,"Pulley blocks",Taljer
42141700,"Shaft couplings",Akselkoblinger
42141800,"Universal joints",Kardangknuter
42142000,"Parts of gearing and driving elements","Deler til tannhjulutvekslinger og drivsystemer"
42142100,"Parts of gearing elements","Deler til utvekslingssystemer"
42142200,"Parts of driving elements","Deler til drivsystemer"
42150000,"Nuclear reactors and parts","Atomreaktorer og deler"
42151000,"Nuclear reactors",Atomreaktorer
42152000,"Parts of nuclear reactors","Deler til atomreaktorer"
42152100,"Reactor-cooling systems","Kjølesystemer til atomreaktorer"
42152200,"Parts of nuclear-reactor vessels","Deler til atomreaktorbeholdere"
42160000,"Boiler installations",Kjeleinstallasjoner
42161000,"Hot-water boilers",Varmtvannskjeler
42162000,"Steam-generating boilers",Dampkjeler
42163000,"Steam generators",Dampgeneratorer
42164000,"Auxiliary plant for use with boilers","Hjelpeanlegg til kjeler"
42165000,"Steam condensers",Dampkondensatorer
42200000,"Machinery for food, beverage and tobacco processing and associated parts","Maskiner til bearbeiding av matvarer, drikkevarer og tobakk samt tilhørende deler"
42210000,"Food, beverage and tobacco-processing machinery","Maskiner til bearbeiding av matvarer, drikkevarer og tobakk"
42211000,"Dairy machinery",Meierimaskiner
42211100,"Centrifugal cream separators",Melkeseparatorer
42212000,"Machinery for processing cereals or dried vegetables","Maskiner til bearbeiding av korn eller tørkede grønnsaker"
42213000,"Machinery used in the manufacture of alcoholic or fruit beverages","Maskiner til bruk ved fremstilling av alkoholholdige drikkevarer eller fruktdrikkevarer"
42214000,"Cooking ovens, dryers for agricultural products and equipment for cooking or heating","Komfyrer, anlegg til tørking av landbruksprodukter og utstyr til matlaging eller oppvarming"
42214100,"Cooking ovens",Komfyrer
42214110,Grills,Griller
42214200,"Dryers for agricultural products","Tørkere for landbruksprodukter"
42215000,"Machinery for the industrial preparation or manufacture of food or drink","Maskiner for industriell behandling av mat- eller drikkevarer"
42215100,"Food-cutting machines","Kuttemaskiner til mat"
42215110,"Bread-slicing machines",Brød-skjæremaskiner
42215120,"Bacon slicers",Baconskjæremaskiner
42215200,"Food-processing machinery","Maskiner til bearbeiding av næringsmidler"
42215300,"Pasta-making machines",Pastamaskiner
42216000,"Machinery for processing tobacco","Maskiner til bearbeiding av tobakk"
42220000,"Parts of machinery for food, beverage and tobacco processing","Deler til maskiner til bearbeiding av matvarer, drikkevarer og tobakk"
42221000,"Parts of machinery for food processing","Deler til maskiner til bearbeiding av matvarer"
42221100,"Parts of dairy machinery","Deler til meierimaskiner"
42221110,"Parts of milking machines","Deler til melkemaskiner"
42222000,"Parts of machinery for beverage processing","Deler til maskiner til bearbeiding av drikkevarer"
42223000,"Parts of machinery for tobacco processing","Deler til maskiner til bearbeiding av tobakk"
42300000,"Industrial or laboratory furnaces, incinerators and ovens","Fyr, forbrenningsovner, ovner, til laboratorie- og industribruk"
42310000,"Furnace burners",Ovnsbrennere
42320000,"Waste incinerators","Avfall forbrenningsovner"
42330000,"Smelting furnaces",Smelteovner
42340000,"Non-domestic ovens","Ovner, ikke til husholdninger"
42341000,"Commercial ovens","Ovner til kommersiell bruk"
42350000,Cremators,Krematorieovner
42390000,"Parts of furnace burners, furnaces or ovens","Deler til ovnsbrennere, fyr eller ovner"
42400000,"Lifting and handling equipment and parts","Løfte- og håndteringsutstyr samt -deler"
42410000,"Lifting and handling equipment","Løfte- og håndterings utstyr"
42411000,"Pulley tackle and hoists","Taljer og heisesystemer"
42412000,"Pithead winding gear, winches for underground use, and capstans","Vinsjer, gangspill og spill til bruk i gruvesjakter og under jorden"
42412100,"Pithead winding gear and winches for use underground","Vinsjer til gruvesjakter og vinsjer til bruk under jorden"
42412110,"Pithead winding gear","Vinsjer til gruvesjakter"
42412120,"Winches for use underground","Vinsjer til bruk under jorden"
42412200,Capstans,Gangspill
42413000,"Jacks and vehicle hoists","Jekker og kjøretøys heiser"
42413100,"Built-in jacking systems","Innbygde løftesystemer"
42413200,"Hydraulic jacks","Hydrauliske jekker"
42413300,"Pneumatic jacks","Pneumatiske jekker"
42413400,"Mechanical jacks","Mekaniske jekker"
42413500,"Vehicle hoists","Kjøretøys heiser"
42414000,"Cranes, mobile lifting frames and works trucks fitted with a crane","Kraner, mobile løfterammer og trucker med kran"
42414100,Cranes,Kraner
42414110,"Harbour cranes",Havnekraner
42414120,"Quayside cranes",Kaikraner
42414130,"Stacker cranes",Stablekraner
42414140,"Container cranes",Containerkraner
42414150,"Tower cranes",Tårnkraner
42414200,"Overhead travelling cranes",Traverskraner
42414210,"Travelling crane",Løpekran
42414220,"Traversing bridge",Rullebru
42414300,"Portal jib cranes","Portal utliggerkran"
42414310,"Mobile lifting frames","Mobile løfterammer"
42414320,"Pedestal jib cranes","Utliggerkran på sokkel"
42414400,"Vehicle-mounted cranes","Kraner montert på kjøretøyer"
42414410,"Cranes for trucks",Lastebilkraner
42414500,"Bridge cranes",Brukraner
42415000,"Forklift trucks, works trucks, railway-station platforms tractors","Gaffeltrucker, trucker, perrong traktorer"
